E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_28_660.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_28_660.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_28_660.jpg, 0, 0, 0, 8.06817E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_015.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_015.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_015.jpg, 0, 0, 0, 7.891157E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_184.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_184.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_184.jpg, 0, 0, 0, 8.277999E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_331.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_331.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_331.jpg, 0, 0, 0, 7.813385E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_471.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_471.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_471.jpg, 0, 0, 0, 7.997358E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_667.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_667.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_667.jpg, 0, 0, 0, 8.323407E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_818.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_818.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_818.jpg, 0, 0, 0, 8.238339E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_29_951.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_29_951.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_29_951.jpg, 0, 0, 0, 8.440178E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_109.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_109.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_109.jpg, 0, 0, 0, 8.405972E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_260.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_260.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_260.jpg, 0, 0, 0, 7.761561E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_410.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_410.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_410.jpg, 0, 0, 0, 7.946895E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_659.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_659.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_659.jpg, 0, 0, 0, 7.869481E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_797.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_797.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_797.jpg, 0, 0, 0, 7.825214E-05
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_30_943.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_30_943.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_30_943.jpg, 0, 0.4371165, 0, 0.7079094
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_31_107.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_31_107.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_31_107.jpg, 0, 0.8926905, 0, 2.177678
E:\PROJET\complet cours self driving\data\IMG\center_2023_05_21_21_11_31_238.jpg, E:\PROJET\complet cours self driving\data\IMG\left_2023_05_21_21_11_31_238.jpg, E:\PROJET\complet cours self driving\data\IMG\right_2023_05_21_21_11_31_238.jpg, 0, 1, 0, 4.05479
